Data;Item;Link;Preço;Vendidos
27/09/2022;Mllse novo amd radeon rx 6600m 8gb placa de vídeo gpu gddr6 128bit 7nm rx6600 placa gráfica suporte amd intel desktop cpu placa-mãe ;https://pt.aliexpress.com/item/1005004341188536.html?algo_pvid=be47743a-131a-45fd-9a52-100ca15bf2ba&algo_exp_id=be47743a-131a-45fd-9a52-100ca15bf2ba-10&pdp_ext_f=%7B%22sku_id%22%3A%2212000029933962498%22%7D&pdp_npi=2%40dis%21BRL%211741.5%211131.99%21%21%21%21%21%402101e9d316643078208767883e4770%2112000029933962498%21sea&curPageLogUid=H5XjzMYmrgjm;R$1.131,99;355  vendido(s)
27/09/2022;Mllse novo amd radeon rx 6600m 8gb placa de vídeo gpu gddr6 128bit 7nm rx6600 placa gráfica suporte amd intel desktop cpu placa-mãe ;https://pt.aliexpress.com/item/1005004724144142.html?algo_pvid=be47743a-131a-45fd-9a52-100ca15bf2ba&algo_exp_id=be47743a-131a-45fd-9a52-100ca15bf2ba-11&pdp_ext_f=%7B%22sku_id%22%3A%2212000030237612629%22%7D&pdp_npi=2%40dis%21BRL%211777.06%211137.31%21%21%21%21%21%402101e9d316643078208767883e4770%2112000030237612629%21sea&curPageLogUid=9JYsAUF0z5sb;R$1.137,31;6  vendido(s)
27/09/2022;Yeston placa gráfica RX6600-8G d6 gaea gaming placa gráfica 8g/128bit/gddr6 memória 2 ventiladores de refrigeração metal backplate 3 * dp + saída hd ;https://pt.aliexpress.com/item/1005004725224228.html?algo_pvid=be47743a-131a-45fd-9a52-100ca15bf2ba&algo_exp_id=be47743a-131a-45fd-9a52-100ca15bf2ba-12&pdp_ext_f=%7B%22sku_id%22%3A%2212000030240643356%22%7D&pdp_npi=2%40dis%21BRL%212562.9%211870.95%21%21%21%21%21%402101e9d316643078208767883e4770%2112000030240643356%21sea&curPageLogUid=xaUnNGj14Ro5;R$1.870,95;9  vendido(s)
27/09/2022;Rx6600 8g placa de placa gráfica do jogo placa placa de vídeo gpu nvidia geforce computador não gtx1660super 1650 1050ti 1060 ;https://pt.aliexpress.com/item/1005004747735254.html?algo_pvid=be47743a-131a-45fd-9a52-100ca15bf2ba&algo_exp_id=be47743a-131a-45fd-9a52-100ca15bf2ba-13&pdp_ext_f=%7B%22sku_id%22%3A%2212000030326847481%22%7D&pdp_npi=2%40dis%21BRL%211263.85%211263.85%21%21%21%21%21%402101e9d316643078208767883e4770%2112000030326847481%21sea&curPageLogUid=pPuTlj77HFUI;R$1.263,85;22  vendido(s)
27/09/2022;SOYO Radeon RX6600M RX6600 8GB Placa Gráfica GDDR6 128-Bit 14 Gbps 7NM Novo Computador Placa de Vídeo Suporte AMD Intel Desktop CPU ;https://pt.aliexpress.com/item/1005004740327670.html?algo_pvid=be47743a-131a-45fd-9a52-100ca15bf2ba&aem_p4p_detail=20220927124341424293001392780007033571&algo_exp_id=be47743a-131a-45fd-9a52-100ca15bf2ba-14&pdp_ext_f=%7B%22sku_id%22%3A%2212000030302293825%22%7D&pdp_npi=2%40dis%21BRL%211816.98%211271.91%21%21%21%21%21%402101e9d316643078208767883e4770%2112000030302293825%21sea&curPageLogUid=x4UDIYoTtY0D&ad_pvid=20220927124341424293001392780007033571_4;R$1.271,91;24  vendido(s)
27/09/2022;YESTON RX 6600 6500 XT Placa Gráfica GDDR6 GT1060 1050Ti RTX 2060 Super Gaming Desktop GPU Acessórios da placa de vídeo com ventilador de refrigeração ;https://pt.aliexpress.com/item/1005004662941101.html?algo_pvid=be47743a-131a-45fd-9a52-100ca15bf2ba&algo_exp_id=be47743a-131a-45fd-9a52-100ca15bf2ba-15&pdp_ext_f=%7B%22sku_id%22%3A%2212000030023516294%22%7D&pdp_npi=2%40dis%21BRL%212946.65%211532.27%21%21%21%21%21%402101e9d316643078208767883e4770%2112000030023516294%21sea&curPageLogUid=R81KFdpZZ7u3;R$1.532,27;136  vendido(s)
27/09/2022;Novo barato bom gpu desktop placa gráfica 16g rx6600xt 6700xt 6800xt ;https://pt.aliexpress.com/item/1005004654063948.html?algo_pvid=be47743a-131a-45fd-9a52-100ca15bf2ba&algo_exp_id=be47743a-131a-45fd-9a52-100ca15bf2ba-16&pdp_ext_f=%7B%22sku_id%22%3A%2212000029993060766%22%7D&pdp_npi=2%40dis%21BRL%214396.7%214396.7%21%21%21%21%21%402101e9d316643078208767883e4770%2112000029993060766%21sea&curPageLogUid=NUYQfFclop8g;R$4.396,7;2  vendido(s)
27/09/2022;Yeston 2 ventiladores de refrigeração placa gráfica placa de metal Rx6600-8g d6 gaea placa gráfica pci-express 4.0 x8 placas de vídeo de jogos ;https://pt.aliexpress.com/item/1005004634589343.html?algo_pvid=be47743a-131a-45fd-9a52-100ca15bf2ba&algo_exp_id=be47743a-131a-45fd-9a52-100ca15bf2ba-17&pdp_ext_f=%7B%22sku_id%22%3A%2212000029915879545%22%7D&pdp_npi=2%40dis%21BRL%213355.31%211979.61%21%21%21%21%21%402101e9d316643078208767883e4770%2112000029915879545%21sea&curPageLogUid=LxVVD0DNy39X;R$1.979,61;231  vendido(s)
27/09/2022;Novo gigabyte radeon rx 6600 xt gaming oc 8g 16000 mhz rx6600 xt gddr6 128-bit 7nm 6600xt ;https://pt.aliexpress.com/item/1005004068092433.html?algo_pvid=be47743a-131a-45fd-9a52-100ca15bf2ba&algo_exp_id=be47743a-131a-45fd-9a52-100ca15bf2ba-18&pdp_ext_f=%7B%22sku_id%22%3A%2212000027932569508%22%7D&pdp_npi=2%40dis%21BRL%214260.8%213195.58%21%21%21%21%21%402101e9d316643078208767883e4770%2112000027932569508%21sea&curPageLogUid=1KG63Qw3a9aR;R$3.195,58;1  vendido(s)
27/09/2022;SOYO Radeon RX6600M RX6600 RX6600XT 8GB Placa Gráfica GDDR6 128Bit 14 Gbps 7NM Computador Placa de Vídeo Suporte AMD Intel Desktop CPU ;https://pt.aliexpress.com/item/1005004741455950.html?algo_pvid=be47743a-131a-45fd-9a52-100ca15bf2ba&aem_p4p_detail=20220927124341424293001392780007033571&algo_exp_id=be47743a-131a-45fd-9a52-100ca15bf2ba-19&pdp_ext_f=%7B%22sku_id%22%3A%2212000030315320134%22%7D&pdp_npi=2%40dis%21BRL%211816.98%211271.91%21%21%21%21%21%402101e9d316643078208767883e4770%2112000030315320134%21sea&curPageLogUid=QGJ1GpoDRAHu&ad_pvid=20220927124341424293001392780007033571_5;R$1.271,91;261  vendido(s)
27/09/2022;Yeston RX6650XT-8G d6 pa placa gráfica do jogo com 8g/128bit/memória gddr6 3 grandes fãs do tamanho que respiram a luz traseira do metal ;https://pt.aliexpress.com/item/1005004586129911.html?algo_pvid=be47743a-131a-45fd-9a52-100ca15bf2ba&algo_exp_id=be47743a-131a-45fd-9a52-100ca15bf2ba-20&pdp_ext_f=%7B%22sku_id%22%3A%2212000029859154856%22%7D&pdp_npi=2%40dis%21BRL%214414.15%213266.47%21%21%21%21%21%402101e9d316643078208767883e4770%2112000029859154856%21sea&curPageLogUid=Gved28cGMqCI;R$3.266,47;1  vendido(s)
27/09/2022;Yeston placa gráfica Rx6600-8G gddr6 gaea pci-express 4.0 x8 placas de vídeo de jogos 2 ventiladores de refrigeração placa de metal placa de vídeo ;https://pt.aliexpress.com/item/1005004635443480.html?algo_pvid=be47743a-131a-45fd-9a52-100ca15bf2ba&algo_exp_id=be47743a-131a-45fd-9a52-100ca15bf2ba-21&pdp_ext_f=%7B%22sku_id%22%3A%2212000029919286376%22%7D&pdp_npi=2%40dis%21BRL%213064.6%211992.01%21%21%21%21%21%402101e9d316643078208767883e4770%2112000029919286376%21sea&curPageLogUid=DjADAV3GRrmR;R$1.992,01;1  vendido(s)
27/09/2022;Novo asus dupla rx6600 8g amd radeon rx 6600 8gb gddr6 128-bit 14 gbps 7nm suporte amd intel desktop cpu placa-mãe ;https://pt.aliexpress.com/item/1005004281760716.html?algo_pvid=be47743a-131a-45fd-9a52-100ca15bf2ba&algo_exp_id=be47743a-131a-45fd-9a52-100ca15bf2ba-22&pdp_ext_f=%7B%22sku_id%22%3A%2212000029916347022%22%7D&pdp_npi=2%40dis%21BRL%213528.47%212505.2%21%21%21%21%21%402101e9d316643078208767883e4770%2112000029916347022%21sea&curPageLogUid=Q3EoSI56ukh9;R$2.505,2;675  vendido(s)
27/09/2022;Vastarmor radeon rx 6600 starrysky novo 8g gddr6 amd 128-bit 7nm gpu suporte amd intel placa-mãe de mesa ;https://pt.aliexpress.com/item/1005004300133160.html?algo_pvid=be47743a-131a-45fd-9a52-100ca15bf2ba&algo_exp_id=be47743a-131a-45fd-9a52-100ca15bf2ba-23&pdp_ext_f=%7B%22sku_id%22%3A%2212000030250275442%22%7D&pdp_npi=2%40dis%21BRL%213289.57%212302.71%21%21%21%21%21%402101e9d316643078208767883e4770%2112000030250275442%21sea&curPageLogUid=ZUFiIyr6AtER;R$2.302,71;1  vendido(s)
27/09/2022;Sheli 51risc rx5500xt 8g d6 placa gráfica do jogo com 8g/128bit/gddr6 memória 16ghz freqüência de memória directx12 3d característica ;https://pt.aliexpress.com/item/1005004291811596.html?algo_pvid=be47743a-131a-45fd-9a52-100ca15bf2ba&aem_p4p_detail=20220927124341424293001392780007033571&algo_exp_id=be47743a-131a-45fd-9a52-100ca15bf2ba-24&pdp_ext_f=%7B%22sku_id%22%3A%2212000028652285825%22%7D&pdp_npi=2%40dis%21BRL%211148.02%21803.62%21%21%21%21%21%402101e9d316643078208767883e4770%2112000028652285825%21sea&curPageLogUid=jEMGr5OpSabR&ad_pvid=20220927124341424293001392780007033571_7;R$803,62;2  vendido(s)
27/09/2022;Yeston placa de vídeo 8g 128bit gddr6 memória Rx6600-8g d6 gaea placa gráfica metal placa de fundo pci-express 4.0 x8 placas de vídeo de jogos ;https://pt.aliexpress.com/item/1005004639622256.html?algo_pvid=be47743a-131a-45fd-9a52-100ca15bf2ba&algo_exp_id=be47743a-131a-45fd-9a52-100ca15bf2ba-25&pdp_ext_f=%7B%22sku_id%22%3A%2212000029935825777%22%7D&pdp_npi=2%40dis%21BRL%214093.25%212046.6%21%21%21%21%21%402101e9d316643078208767883e4770%2112000029935825777%21sea&curPageLogUid=piwhW36l7UXZ;R$2.046,6;17  vendido(s)
27/09/2022;2 Pçs/set T129215SH T129215BU GPU Cooler Para PowerColor RX6700XT 12GB RX5700 8G R9 380X Kuroutoshikou RD-RX6600 Placas Gráficas ;https://pt.aliexpress.com/item/1005004433336034.html?algo_pvid=be47743a-131a-45fd-9a52-100ca15bf2ba&algo_exp_id=be47743a-131a-45fd-9a52-100ca15bf2ba-26&pdp_ext_f=%7B%22sku_id%22%3A%2212000029693459445%22%7D&pdp_npi=2%40dis%21BRL%2179.28%2153.91%21%21%2117.78%21%21%402101e9d316643078208767883e4770%2112000029693459445%21sea&curPageLogUid=XZIrPmxDKYJ5;R$53,91;1  vendido(s)
27/09/2022;Novo asus duplo rx6600 8g amd radeon rx 6600 8gb gddr6 128-bit 14 gbps 7nm ;https://pt.aliexpress.com/item/1005004741289182.html?algo_pvid=be47743a-131a-45fd-9a52-100ca15bf2ba&algo_exp_id=be47743a-131a-45fd-9a52-100ca15bf2ba-27&pdp_ext_f=%7B%22sku_id%22%3A%2212000030304847369%22%7D&pdp_npi=2%40dis%21BRL%212485.84%212485.84%21%21%21119.2%21%21%402101e9d316643078208767883e4770%2112000030304847369%21sea&curPageLogUid=OPXroiQrtbbR;R$2.485,84;29  vendido(s)
27/09/2022;Msi radeon rx 6600 mech 2x 8g novo gddr6 128-bit 7nm rx6600 placas de vídeo gpu placa gráfica desktop cpu placa ;https://pt.aliexpress.com/item/1005003728758077.html?algo_pvid=be47743a-131a-45fd-9a52-100ca15bf2ba&algo_exp_id=be47743a-131a-45fd-9a52-100ca15bf2ba-28&pdp_ext_f=%7B%22sku_id%22%3A%2212000026956605233%22%7D&pdp_npi=2%40dis%21BRL%213644.1%212550.84%21%21%21%21%21%402101e9d316643078208767883e4770%2112000026956605233%21sea&curPageLogUid=bVRA3ASyNYL1;R$2.550,84;1  vendido(s)
27/09/2022;Soyo original radeon rx6600 8gb gpu gddr6 128bit 14 gbps 7nm novo computador placa de vídeo suporte amd intel desktop cpu ;https://pt.aliexpress.com/item/1005004740794647.html?algo_pvid=be47743a-131a-45fd-9a52-100ca15bf2ba&aem_p4p_detail=20220927124341424293001392780007033571&algo_exp_id=be47743a-131a-45fd-9a52-100ca15bf2ba-29&pdp_ext_f=%7B%22sku_id%22%3A%2212000030303283731%22%7D&pdp_npi=2%40dis%21BRL%211858.32%211300.85%21%21%21%21%21%402101e9d316643078208767883e4770%2112000030303283731%21sea&curPageLogUid=VmUVsXb7AqoD&ad_pvid=20220927124341424293001392780007033571_8;R$1.300,85;148  vendido(s)
27/09/2022;Gigabyte amd radeon rx 6600 eagle 8g novo gddr6 rx6600 8gb 128-bit 7nm suporte amd intel desktop cpu placa-mãe ;https://pt.aliexpress.com/item/1005003616390117.html?algo_pvid=be47743a-131a-45fd-9a52-100ca15bf2ba&algo_exp_id=be47743a-131a-45fd-9a52-100ca15bf2ba-30&pdp_ext_f=%7B%22sku_id%22%3A%2212000026510735090%22%7D&pdp_npi=2%40dis%21BRL%213644.1%212441.56%21%21%21%21%21%402101e9d316643078208767883e4770%2112000026510735090%21sea&curPageLogUid=nadeM06g2GtR;R$2.441,56;18  vendido(s)
27/09/2022;RX6600 placas de Jogo Placa Gráfica nvidia geforce gpu pc COMPUTADOR placa de Vídeo placa de cartão Não 8 gtx1070ti 650 960 750 740 710g ;https://pt.aliexpress.com/item/1005004439767150.html?algo_pvid=be47743a-131a-45fd-9a52-100ca15bf2ba&algo_exp_id=be47743a-131a-45fd-9a52-100ca15bf2ba-31&pdp_ext_f=%7B%22sku_id%22%3A%2212000029200236175%22%7D&pdp_npi=2%40dis%21BRL%211933.22%211933.22%21%21%21%21%21%402101e9d316643078208767883e4770%2112000029200236175%21sea&curPageLogUid=741RLNlOS8B4;R$1.933,22;1  vendido(s)
27/09/2022;Yeston radeon rx 6600 placa gráfica gddr6 8g 128bit colaboração de jogos gpu RX6600-8GD6 gb desktop amd gaming placa de vídeo ;https://pt.aliexpress.com/item/1005004707813320.html?algo_pvid=be47743a-131a-45fd-9a52-100ca15bf2ba&algo_exp_id=be47743a-131a-45fd-9a52-100ca15bf2ba-32&pdp_ext_f=%7B%22sku_id%22%3A%2212000030178635629%22%7D&pdp_npi=2%40dis%21BRL%212710.36%212032.78%21%21%21%21%21%402101e9d316643078208767883e4770%2112000030178635629%21sea&curPageLogUid=m3RpYktWU5GG;R$2.032,78;21  vendido(s)
27/09/2022;Yeston radeon rx6600 8g placa gráfica de jogos 128bit gddr6 memória 2 fãs placa traseira de metal 3 * dp + hd portas de saída placas de vídeo amd gpu ;https://pt.aliexpress.com/item/1005004632332198.html?algo_pvid=be47743a-131a-45fd-9a52-100ca15bf2ba&algo_exp_id=be47743a-131a-45fd-9a52-100ca15bf2ba-33&pdp_ext_f=%7B%22sku_id%22%3A%2212000029909008036%22%7D&pdp_npi=2%40dis%21BRL%214597.33%212022.81%21%21%21%21%21%402101e9d316643078208767883e4770%2112000029909008036%21sea&curPageLogUid=fP2RPKT7tWLi;R$2.022,81;2  vendido(s)
27/09/2022;Sheli 51risc rx6600xt 8g d6 placa gráfica do jogo com 8g/128bit/gddr6 memória 16ghz freqüência de memória directx12 3d característica ;https://pt.aliexpress.com/item/1005004292102967.html?algo_pvid=be47743a-131a-45fd-9a52-100ca15bf2ba&aem_p4p_detail=20220927124341424293001392780007033571&algo_exp_id=be47743a-131a-45fd-9a52-100ca15bf2ba-34&pdp_ext_f=%7B%22sku_id%22%3A%2212000028654172810%22%7D&pdp_npi=2%40dis%21BRL%212981.08%211907.87%21%21%21%21%21%402101e9d316643078208767883e4770%2112000028654172810%21sea&curPageLogUid=NboaTs26AUxx&ad_pvid=20220927124341424293001392780007033571_9;R$1.907,87;8  vendido(s)
27/09/2022;Yeston radeon rx 6600 placa gráfica gddr6 8g 128bit colaboração de jogos gpu RX6600-8GD6 gb desktop amd gaming placa de vídeo ;https://pt.aliexpress.com/item/1005004717840710.html?algo_pvid=be47743a-131a-45fd-9a52-100ca15bf2ba&algo_exp_id=be47743a-131a-45fd-9a52-100ca15bf2ba-35&pdp_ext_f=%7B%22sku_id%22%3A%2212000030217982719%22%7D&pdp_npi=2%40dis%21BRL%212735.21%211914.66%21%21%21%21%21%402101e9d316643078208767883e4770%2112000030217982719%21sea&curPageLogUid=Pwp9yUYxrN55;R$1.914,66;318  vendido(s)
27/09/2022;Yeston RX6600-8G d6 gaea gaming placa gráfica 8g/128bit/gddr6 memória 2 ventiladores de refrigeração metal backplate 3 * dp + portas de saída hd ;https://pt.aliexpress.com/item/1005004574797012.html?algo_pvid=be47743a-131a-45fd-9a52-100ca15bf2ba&algo_exp_id=be47743a-131a-45fd-9a52-100ca15bf2ba-36&pdp_ext_f=%7B%22sku_id%22%3A%2212000029681105019%22%7D&pdp_npi=2%40dis%21BRL%213819.53%212100.73%21%21%2135.96%21%21%402101e9d316643078208767883e4770%2112000029681105019%21sea&curPageLogUid=XyICGreNdURJ;R$2.100,73;3  vendido(s)
27/09/2022;Atacado gpus A-M-D s-apphire rx6600 8g ddr6 gpu cartões rx6500xt 6600xt 6700xt 6800xt 6900xt placa gráfica ;https://pt.aliexpress.com/item/1005004543551407.html?algo_pvid=be47743a-131a-45fd-9a52-100ca15bf2ba&algo_exp_id=be47743a-131a-45fd-9a52-100ca15bf2ba-37&pdp_ext_f=%7B%22sku_id%22%3A%2212000029547545364%22%7D&pdp_npi=2%40dis%21BRL%214405.31%214405.31%21%21%21%21%21%402101e9d316643078208767883e4770%2112000029547545364%21sea&curPageLogUid=oHP4PoJnRjqY;R$4.405,31;8  vendido(s)
27/09/2022;Gddr6 asus dupla rx6600xt rx6600 gráficos gddr6 rx 6600 xt placa de vídeo gddr6 cartão 16000mhz 14000mhz radeon cartão duplo fãs 8pin Placa de vídeo Asus Radeon RX 6600 XT para jogos de preço super baixo ;https://pt.aliexpress.com/item/1005003639372858.html?algo_pvid=be47743a-131a-45fd-9a52-100ca15bf2ba&algo_exp_id=be47743a-131a-45fd-9a52-100ca15bf2ba-38&pdp_ext_f=%7B%22sku_id%22%3A%2212000028737075292%22%7D&pdp_npi=2%40dis%21BRL%216669.75%213334.87%21%21%21%21%21%402101e9d316643078208767883e4770%2112000028737075292%21sea&curPageLogUid=ZDke7Lj9p49c;R$3.334,87;0 vendidos
27/09/2022;Yeston radeon rx6600 8g d6 gaea gaming placa gráfica 8g/128bit/gddr6 memória 2 ventiladores de refrigeração metal backplate 3 * dp + hd portas de saída ;https://pt.aliexpress.com/item/1005004662074391.html?algo_pvid=be47743a-131a-45fd-9a52-100ca15bf2ba&aem_p4p_detail=20220927124341424293001392780007033571&algo_exp_id=be47743a-131a-45fd-9a52-100ca15bf2ba-39&pdp_ext_f=%7B%22sku_id%22%3A%2212000030020032780%22%7D&pdp_npi=2%40dis%21BRL%212968.68%211959.34%21%21%21%21%21%402101e9d316643078208767883e4770%2112000030020032780%21sea&curPageLogUid=KJ80R2zXqdTI&ad_pvid=20220927124341424293001392780007033571_10;R$1.959,34;0 vendidos
27/09/2022;Rx6600 8g dupla gddr6 placas gráficas de jogos amd radeon rx 6600 128-bit pcie 4.0 gpu placa de vídeo para asus ;https://pt.aliexpress.com/item/1005004551174966.html?algo_pvid=be47743a-131a-45fd-9a52-100ca15bf2ba&algo_exp_id=be47743a-131a-45fd-9a52-100ca15bf2ba-40&pdp_ext_f=%7B%22sku_id%22%3A%2212000029579128361%22%7D&pdp_npi=2%40dis%21BRL%213531.76%213531.76%21%21%21%21%21%402101e9d316643078208767883e4770%2112000029579128361%21sea&curPageLogUid=HhaigpYWQwDX;R$3.531,76;0 vendidos
27/09/2022;Nova marca xfx rx6600 8g gddr6 2491mhz placa gráfica 8gb ddr6 ti com alta qualidade ;https://pt.aliexpress.com/item/1005004653596467.html?algo_pvid=be47743a-131a-45fd-9a52-100ca15bf2ba&algo_exp_id=be47743a-131a-45fd-9a52-100ca15bf2ba-41&pdp_ext_f=%7B%22sku_id%22%3A%2212000029991236668%22%7D&pdp_npi=2%40dis%21BRL%217492.95%216369.01%21%21%21%21%21%402101e9d316643078208767883e4770%2112000029991236668%21sea&curPageLogUid=0zuwRVWYNG76;R$6.369,01;0 vendidos
27/09/2022;Novo xfx radeon rx 6600 xt 6600xt 8gb placas de vídeo gpu amd rx6600 rx6600xt gddr6 128bit placa gráfica computador jogo desktop pc vga ;https://pt.aliexpress.com/item/1005004359626752.html?algo_pvid=be47743a-131a-45fd-9a52-100ca15bf2ba&algo_exp_id=be47743a-131a-45fd-9a52-100ca15bf2ba-42&pdp_ext_f=%7B%22sku_id%22%3A%2212000028897643060%22%7D&pdp_npi=2%40dis%21BRL%213553.78%212914.09%21%21%21%21%21%402101e9d316643078208767883e4770%2112000028897643060%21sea&curPageLogUid=q14j3MrCIGA2;R$2.914,09;0 vendidos
